state,district,year,month,bio_5_17,bio_17_plus
Rajasthan,Alwar,2025,3,471,398
Andhra Pradesh,Hyderabad,2025,3,17,124
Andhra Pradesh,Visakhapatnam,2025,3,426,685
Karnataka,Kalaburagi,2025,3,65,43
Himachal Pradesh,Mandi,2025,3,51,72
Kerala,Kozhikode,2025,3,14,27
Maharashtra,Nashik,2025,3,193,331
Himachal Pradesh,Kullu,2025,3,153,71
Uttar Pradesh,Aligarh,2025,3,209,81
Tamil Nadu,Karur,2025,3,150,167
Himachal Pradesh,Sirmaur,2025,3,99,201
Tamil Nadu,Nagapattinam,2025,3,60,60
Andhra Pradesh,Chittoor,2025,3,108,97
Himachal Pradesh,Una,2025,3,44,84
Manipur,Imphal East,2025,3,209,276
Jammu And Kashmir,Doda,2025,3,31,124
Kerala,Pathanamthitta,2025,3,23,53
Madhya Pradesh,Narmadapuram,2025,3,73,231
Kerala,Pathanamthitta,2025,3,14,50
Uttarakhand,Rudraprayag,2025,3,61,77
Telangana,Karimnagar,2025,3,45,85
Gujarat,Anand,2025,3,28,97
Kerala,Pathanamthitta,2025,3,55,102
Punjab,Ludhiana,2025,3,57,89
Kerala,Ernakulam,2025,3,18,13
West Bengal,Alipurduar,2025,3,41,50
Andhra Pradesh,Anantapur,2025,3,18,45
Andhra Pradesh,Cuddapah,2025,3,54,23
Telangana,Medak,2025,3,18,26
Andhra Pradesh,Krishna,2025,3,50,55
Andhra Pradesh,Ananthapur,2025,3,60,4
Telangana,Mancherial,2025,3,26,75
Kerala,Kollam,2025,3,37,48
Karnataka,Dakshina Kannada,2025,3,11,21
Telangana,Adilabad,2025,3,79,62
Mizoram,Mamit,2025,3,25,3
Maharashtra,Kolhapur,2025,3,22,52
Kerala,Idukki,2025,3,19,30
Maharashtra,Solapur,2025,3,363,854
Odisha,Dhenkanal,2025,3,264,361
Maharashtra,Nanded,2025,3,617,864
Telangana,Yadadri.,2025,3,26,247
Kerala,Thiruvananthapuram,2025,3,203,236
Andhra Pradesh,Prakasam,2025,3,140,207
Uttar Pradesh,Ghaziabad,2025,3,994,479
Tamil Nadu,Sivaganga,2025,3,184,131
Tamil Nadu,Thoothukkudi,2025,3,98,60
Karnataka,Bellary,2025,3,251,512
Andhra Pradesh,Hyderabad,2025,3,55,230
Punjab,Fatehgarh Sahib,2025,3,39,98
Tamil Nadu,Erode,2025,3,106,171
Madhya Pradesh,Indore,2025,3,935,712
Rajasthan,Sikar,2025,3,360,395
Odisha,Ganjam,2025,3,146,149
Tamil Nadu,Tiruppur,2025,3,37,38
Kerala,Kasaragod,2025,3,353,225
Odisha,Koraput,2025,3,175,487
Rajasthan,Sikar,2025,3,107,104
Uttar Pradesh,Siddharthnagar,2025,3,309,155
Karnataka,Gulbarga,2025,3,70,134
Jharkhand,Godda,2025,3,38,23
Kerala,Idukki,2025,3,31,48
Himachal Pradesh,Solan,2025,3,127,209
Haryana,Panipat,2025,3,30,53
Uttarakhand,Chamoli,2025,3,110,145
Uttar Pradesh,Etah,2025,3,106,79
Odisha,Cuttack,2025,3,12,16
Karnataka,Mandya,2025,3,31,49
Karnataka,Tumakuru,2025,3,59,44
Andhra Pradesh,Rangareddi,2025,3,13,37
Karnataka,Bangalore,2025,3,19,67
Karnataka,Kolar,2025,3,83,135
Odisha,Kendujhar,2025,3,53,125
Tamil Nadu,Coimbatore,2025,3,26,78
Assam,Goalpara,2025,3,14,8
Karnataka,Belgaum,2025,3,45,119
Kerala,Kollam,2025,3,17,62
Himachal Pradesh,Chamba,2025,3,195,304
Rajasthan,Jodhpur,2025,3,1247,1891
Tamil Nadu,Salem,2025,3,610,321
Tamil Nadu,Sivaganga,2025,3,213,119
Odisha,Debagarh,2025,3,147,282
Andhra Pradesh,Bapatla,2025,3,12,28
Madhya Pradesh,Rewa,2025,3,395,275
Karnataka,Bangalore,2025,3,162,585
Haryana,Kurukshetra,2025,3,402,1053
Tripura,South Tripura,2025,3,121,183
Rajasthan,Jhalawar,2025,3,157,175
Chhattisgarh,Koriya,2025,3,13,13
Maharashtra,Chandrapur,2025,3,217,793
Maharashtra,Jalgaon,2025,3,99,245
Tamil Nadu,Kancheepuram,2025,3,455,418
Rajasthan,Dungarpur,2025,3,206,304
Madhya Pradesh,Dhar,2025,3,213,186
Karnataka,Dharwad,2025,3,383,285
Madhya Pradesh,Shahdol,2025,3,584,1093
Tamil Nadu,Tiruppur,2025,3,67,166
Andhra Pradesh,Hyderabad,2025,3,30,162
Jharkhand,Bokaro,2025,3,31,85
Kerala,Ernakulam,2025,3,31,49
Chhattisgarh,Baloda Bazar,2025,3,93,250
Karnataka,Chitradurga,2025,3,34,66
Andhra Pradesh,Krishna,2025,3,147,75
Tripura,West Tripura,2025,3,61,65
Sikkim,South,2025,3,14,24
Orissa,Ganjam,2025,3,14,30
Telangana,Nalgonda,2025,3,37,24
Maharashtra,Pune,2025,3,86,167
Maharashtra,Sangli,2025,3,116,158
Rajasthan,Pali,2025,3,196,267
Punjab,Gurdaspur,2025,3,438,945
Bihar,Madhubani,2025,3,387,441
Bihar,Nalanda,2025,3,477,945
Rajasthan,Churu,2025,3,282,334
Odisha,Khorda,2025,3,11,71
Himachal Pradesh,Solan,2025,3,97,128
Uttar Pradesh,Budaun,2025,3,187,113
West Bengal,South 24 Parganas,2025,3,115,252
Tamil Nadu,Salem,2025,3,321,135
Bihar,Patna,2025,3,157,356
Odisha,Baudh,2025,3,19,241
Jharkhand,Bokaro,2025,3,150,283
Karnataka,Bengaluru,2025,3,77,59
Uttar Pradesh,Gorakhpur,2025,3,164,167
Odisha,Bhadrak,2025,3,54,72
Uttar Pradesh,Unnao,2025,3,125,83
Uttar Pradesh,Sultanpur,2025,3,119,115
Tamil Nadu,Tirupattur,2025,3,44,18
Andaman And Nicobar Islands,South Andaman,2025,3,144,66
Tamil Nadu,Tiruvannamalai,2025,3,171,73
Tamil Nadu,Tirunelveli,2025,3,10,28
West Bengal,Purba Medinipur,2025,3,27,30
Assam,Hailakandi,2025,3,10,24
West Bengal,Kolkata,2025,3,18,41
Karnataka,Haveri *,2025,3,10,9
Andhra Pradesh,Kurnool,2025,3,382,92
Madhya Pradesh,Raisen,2025,3,178,248
West Bengal,North 24 Parganas,2025,3,70,113
Tamil Nadu,Dharmapuri,2025,3,670,203
Gujarat,Ahmedabad,2025,3,830,1027
Odisha,Mayurbhanj,2025,3,141,333
Rajasthan,Bundi,2025,3,45,87
Uttar Pradesh,Faizabad,2025,3,253,91
Karnataka,Belgaum,2025,3,28,44
Maharashtra,Ahmadnagar,2025,3,81,489
Maharashtra,Pune,2025,3,36,112
Tamil Nadu,Tiruvallur,2025,3,178,122
Tamil Nadu,Tirunelveli,2025,3,185,128
Odisha,Puri,2025,3,106,166
Telangana,Wanaparthy,2025,3,80,96
Tripura,West Tripura,2025,3,146,476
West Bengal,South 24 Parganas,2025,3,48,90
Bihar,Siwan,2025,3,54,106
Kerala,Kollam,2025,3,83,159
Tamil Nadu,Krishnagiri,2025,3,263,144
West Bengal,Cooch Behar,2025,3,60,83
Andhra Pradesh,Ananthapur,2025,3,39,13
Karnataka,Vijayapura,2025,3,88,43
Jharkhand,Kodarma,2025,3,23,34
Kerala,Kollam,2025,3,109,139
Tamil Nadu,The Nilgiris,2025,3,116,38
Tamil Nadu,Kanniyakumari,2025,3,22,38
Arunachal Pradesh,Tawang,2025,3,31,16
Himachal Pradesh,Solan,2025,3,19,31
Assam,Sibsagar,2025,3,10,8
Uttar Pradesh,Ghazipur,2025,3,81,41
Andhra Pradesh,Kurnool,2025,3,420,101
Arunachal Pradesh,Changlang,2025,3,70,87
Andhra Pradesh,Hyderabad,2025,3,36,207
Tamil Nadu,Tiruvallur,2025,3,273,76
Gujarat,Panchmahals,2025,3,257,486
Rajasthan,Udaipur,2025,3,69,138
Andhra Pradesh,Tirupati,2025,3,25,35
Punjab,Faridkot,2025,3,120,422
Chhattisgarh,Janjgir-Champa,2025,3,213,546
Tamil Nadu,Theni,2025,3,209,230
Uttar Pradesh,Amethi,2025,3,108,51
Jammu And Kashmir,Srinagar,2025,3,111,207
Maharashtra,Mumbai,2025,3,77,325
Tamil Nadu,Krishnagiri,2025,3,138,133
Tamil Nadu,Chengalpattu,2025,3,35,48
Maharashtra,Jalgaon,2025,3,22,61
Kerala,Alappuzha,2025,3,10,11
Haryana,Jhajjar,2025,3,102,235
Karnataka,Bangalore,2025,3,78,228
Himachal Pradesh,Kangra,2025,3,69,56
Maharashtra,Pune,2025,3,74,211
Bihar,Muzaffarpur,2025,3,48,40
Tamil Nadu,Erode,2025,3,123,127
Gujarat,Amreli,2025,3,11,23
Karnataka,Davangere,2025,3,75,253
Uttar Pradesh,Jaunpur,2025,3,89,61
Assam,Sibsagar,2025,3,30,26
West Bengal,Purba Bardhaman,2025,3,15,24
Tamil Nadu,Kancheepuram,2025,3,21,14
Tamil Nadu,The Nilgiris,2025,3,14,24
Andhra Pradesh,Chittoor,2025,3,75,53
Kerala,Thrissur,2025,3,19,8
Bihar,Nalanda,2025,3,289,628
Uttar Pradesh,Azamgarh,2025,3,81,104
Tamil Nadu,Coimbatore,2025,3,93,264
Uttar Pradesh,Jaunpur,2025,3,408,346
Andhra Pradesh,Cuddapah,2025,3,161,59
West Bengal,South 24 Parganas,2025,3,176,325
Maharashtra,Satara,2025,3,39,82
Tamil Nadu,Tirunelveli,2025,3,85,70
Tamil Nadu,Chennai,2025,3,180,250
Uttar Pradesh,Ghaziabad,2025,3,101,80
Telangana,Warangal,2025,3,104,80
Uttarakhand,Udham Singh Nagar,2025,3,367,440
Bihar,Nawada,2025,3,86,136
Maharashtra,Raigarh,2025,3,223,188
Assam,Baksa,2025,3,45,3
Andhra Pradesh,Srikakulam,2025,3,132,96
Kerala,Pathanamthitta,2025,3,52,201
West Bengal,South 24 Parganas,2025,3,136,156
Andaman And Nicobar Islands,South Andaman,2025,3,49,30
Uttar Pradesh,Deoria,2025,3,192,158
Maharashtra,Nashik,2025,3,201,329
Manipur,Kakching,2025,3,49,30
Maharashtra,Palghar,2025,3,225,119
Assam,Baksa,2025,3,50,57
Tamil Nadu,Kancheepuram,2025,3,80,18
Andhra Pradesh,East Godavari,2025,3,21,15
West Bengal,Nadia,2025,3,114,131
Kerala,Thrissur,2025,3,41,51
Orissa,Khordha,2025,3,11,105
Kerala,Thiruvananthapuram,2025,3,62,81
Orissa,Balangir,2025,3,10,20
Andhra Pradesh,Anantapur,2025,3,26,47
Assam,Cachar,2025,3,30,22
Madhya Pradesh,Panna,2025,3,486,936
Uttar Pradesh,Muzaffarnagar,2025,3,368,117
Maharashtra,Chandrapur,2025,3,950,1290
Karnataka,Belgaum,2025,3,46,47
Telangana,Medak,2025,3,194,119
Madhya Pradesh,Sehore,2025,3,125,219
Karnataka,Bangalore,2025,3,66,353
Kerala,Kozhikode,2025,3,27,53
Odisha,Rayagada,2025,3,159,431
Madhya Pradesh,Narsimhapur,2025,3,29,128
Rajasthan,Bharatpur,2025,3,157,199
Karnataka,Bagalkot,2025,3,190,207
Chhattisgarh,Dhamtari,2025,3,82,777
Uttar Pradesh,Balrampur,2025,3,770,313
Madhya Pradesh,East Nimar,2025,3,95,389
Karnataka,Haveri,2025,3,182,96
Bihar,Siwan,2025,3,41,67
Uttar Pradesh,Fatehpur,2025,3,572,241
Andhra Pradesh,East Godavari,2025,3,135,134
Andhra Pradesh,Srikakulam,2025,3,336,170
Jharkhand,Dhanbad,2025,3,77,120
Tamil Nadu,Thoothukkudi,2025,3,173,153
West Bengal,South 24 Parganas,2025,3,122,162
Tamil Nadu,Sivaganga,2025,3,62,77
Uttarakhand,Tehri Garhwal,2025,3,129,142
Tamil Nadu,Namakkal,2025,3,106,114
Karnataka,Mandya,2025,3,61,113
Jharkhand,Purbi Singhbhum,2025,3,45,153
West Bengal,Nadia,2025,3,27,82
Gujarat,Narmada,2025,3,32,52
Tamil Nadu,Salem,2025,3,129,101
Gujarat,Anand,2025,3,42,57
Gujarat,Patan,2025,3,55,122
Tamil Nadu,Thanjavur,2025,3,63,45
Telangana,Hanumakonda,2025,3,11,34
Maharashtra,Aurangabad,2025,3,163,232
Chhattisgarh,Balrampur,2025,3,38,89
Uttar Pradesh,Kanpur Nagar,2025,3,38,63
West Bengal,North 24 Parganas,2025,3,60,101
Maharashtra,Osmanabad,2025,3,28,38
Gujarat,Amreli,2025,3,16,23
West Bengal,Cooch Behar,2025,3,13,13
Uttar Pradesh,Amethi,2025,3,391,152
Tamil Nadu,Karur,2025,3,49,48
Uttar Pradesh,Sonbhadra,2025,3,1355,595
Jammu And Kashmir,Ramban,2025,3,286,352
Tamil Nadu,Ramanathapuram,2025,3,86,124
Odisha,Bargarh,2025,3,230,350
Maharashtra,Mumbai City,2025,3,281,395
Andhra Pradesh,Y. S. R,2025,3,38,59
Gujarat,Amreli,2025,3,362,323
Gujarat,Bharuch,2025,3,105,140
Maharashtra,Kolhapur,2025,3,165,339
Tamil Nadu,Viluppuram,2025,3,228,154
Odisha,Nayagarh,2025,3,70,164
Telangana,Nizamabad,2025,3,44,58
Jammu And Kashmir,Udhampur,2025,3,171,508
Bihar,Bhojpur,2025,3,192,487
Madhya Pradesh,Chhindwara,2025,3,163,504
Tamil Nadu,Kancheepuram,2025,3,95,77
Maharashtra,Pune,2025,3,19,60
Telangana,Kamareddy,2025,3,22,24
Andhra Pradesh,Sri Potti Sriramulu Nellore,2025,3,13,31
Gujarat,Ahmedabad,2025,3,43,66
Karnataka,Uttara Kannada,2025,3,69,61
Maharashtra,Satara,2025,3,118,198
Andhra Pradesh,West Godavari,2025,3,55,44
Kerala,Palakkad,2025,3,37,45
Himachal Pradesh,Hamirpur,2025,3,24,36
West Bengal,Cooch Behar,2025,3,47,63
Bihar,Vaishali,2025,3,31,46
Karnataka,Hassan,2025,3,22,26
Kerala,Kollam,2025,3,17,79
Kerala,Kozhikode,2025,3,33,28
West Bengal,South Twenty Four Parganas,2025,3,10,31
Kerala,Kannur,2025,3,46,76
Bihar,Supaul,2025,3,325,810
Uttar Pradesh,Kasganj,2025,3,884,516
Bihar,Vaishali,2025,3,331,458
Haryana,Hisar,2025,3,115,191
Tamil Nadu,Cuddalore,2025,3,77,13
Tamil Nadu,Theni,2025,3,147,133
Bihar,Rohtas,2025,3,216,235
Bihar,Vaishali,2025,3,26,41
Telangana,Kamareddy,2025,3,17,9
Maharashtra,Gadchiroli,2025,3,101,217
Maharashtra,Mumbai Suburban,2025,3,45,98
Telangana,Medak,2025,3,68,75
Karnataka,Dakshina Kannada,2025,3,80,55
Karnataka,Tumakuru,2025,3,30,47
Assam,Sonitpur,2025,3,17,11
Assam,Hailakandi,2025,3,12,3
Punjab,Kapurthala,2025,3,21,54
Andhra Pradesh,Kurnool,2025,3,102,97
Assam,Karimganj,2025,3,21,8
Jharkhand,East Singhbhum,2025,3,574,726
Bihar,Bhagalpur,2025,3,455,448
Chhattisgarh,Bilaspur,2025,3,49,199
Uttar Pradesh,Meerut,2025,3,1302,348
Maharashtra,Ahmadnagar,2025,3,65,378
Punjab,Hoshiarpur,2025,3,122,479
Tamil Nadu,Villupuram,2025,3,188,37
Karnataka,Vijayapura,2025,3,102,56
Punjab,Bathinda,2025,3,398,935
Karnataka,Vijayapura,2025,3,81,32
Bihar,Vaishali,2025,3,675,522
Gujarat,Sabarkantha,2025,3,68,118
Uttar Pradesh,Ghaziabad,2025,3,117,53
Maharashtra,Ahmadnagar,2025,3,202,540
Tamil Nadu,Kancheepuram,2025,3,197,95
Telangana,Karimnagar,2025,3,109,126
Tamil Nadu,Cuddalore,2025,3,42,38
Uttar Pradesh,Jaunpur,2025,3,303,126
Andhra Pradesh,Cuddapah,2025,3,312,208
Rajasthan,Jodhpur,2025,3,139,156
Maharashtra,Buldhana,2025,3,114,279
Andhra Pradesh,West Godavari,2025,3,66,89
Uttar Pradesh,Azamgarh,2025,3,132,173
West Bengal,Puruliya,2025,3,71,154
Punjab,Gurdaspur,2025,3,111,239
Kerala,Thrissur,2025,3,18,41
Andhra Pradesh,Anantapur,2025,3,44,115
Gujarat,Kachchh,2025,3,111,105
West Bengal,Malda,2025,3,110,222
Gujarat,Kheda,2025,3,33,27
Tamil Nadu,Ramanathapuram,2025,3,215,92
Karnataka,Tumakuru,2025,3,52,30
Karnataka,Hasan,2025,3,17,53
West Bengal,Howrah,2025,3,18,29
Tamil Nadu,Dharmapuri,2025,3,69,25
Uttarakhand,Pauri Garhwal,2025,3,10,30
Telangana,Mahabubnagar,2025,3,101,260
Karnataka,Dharwad,2025,3,30,71
Punjab,Bathinda,2025,3,1341,2015
West Bengal,Purba Medinipur,2025,3,72,80
Uttar Pradesh,Jaunpur,2025,3,198,102
Rajasthan,Jodhpur,2025,3,614,812
Haryana,Jhajjar,2025,3,120,180
Maharashtra,Osmanabad,2025,3,233,433
Tamil Nadu,Salem,2025,3,652,615
Uttarakhand,Bageshwar,2025,3,98,269
Arunachal Pradesh,Namsai,2025,3,92,131
Uttar Pradesh,Gautam Buddha Nagar,2025,3,311,264
Telangana,Warangal,2025,3,77,74
Chhattisgarh,Dakshin Bastar Dantewada,2025,3,134,324
Telangana,Medak,2025,3,51,82
Jharkhand,Seraikela-Kharsawan,2025,3,287,292
Tamil Nadu,Villupuram,2025,3,122,25
Odisha,Bhadrak,2025,3,128,255
Madhya Pradesh,Jabalpur,2025,3,140,160
Andhra Pradesh,Krishna,2025,3,270,192
Bihar,Bhagalpur,2025,3,109,123
Kerala,Thrissur,2025,3,22,37
Jharkhand,Dumka,2025,3,92,69
Jharkhand,Dhanbad,2025,3,91,208
Odisha,Kendrapara,2025,3,54,98
Tamil Nadu,Pudukkottai,2025,3,286,271
Jammu And Kashmir,Rajouri,2025,3,108,157
West Bengal,Murshidabad,2025,3,18,26
Maharashtra,Beed,2026,1,5,4
Maharashtra,Beed,2026,1,2,2
Maharashtra,Beed,2026,1,7,12
Maharashtra,Beed,2026,1,6,8
Maharashtra,Beed,2026,1,1,1
Maharashtra,Beed,2026,1,0,1
Maharashtra,Bhandara,2026,1,1,1
Maharashtra,Bhandara,2026,1,0,1
Maharashtra,Bhandara,2026,1,1,10
Maharashtra,Bhandara,2026,1,2,1
Maharashtra,Bhandara,2026,1,2,4
Maharashtra,Bid,2026,1,0,1
Maharashtra,Bid,2026,1,0,2
Maharashtra,Bid,2026,1,0,2
Maharashtra,Buldana,2026,1,0,1
Maharashtra,Buldana,2026,1,0,1
Maharashtra,Buldana,2026,1,0,1
Maharashtra,Buldana,2026,1,1,9
Maharashtra,Buldhana,2026,1,11,6
Maharashtra,Buldhana,2026,1,1,0
Maharashtra,Buldhana,2026,1,4,5
Maharashtra,Buldhana,2026,1,1,1
Maharashtra,Buldhana,2026,1,7,8
Maharashtra,Buldhana,2026,1,0,5
Maharashtra,Buldhana,2026,1,1,13
Maharashtra,Buldhana,2026,1,1,1
Maharashtra,Buldhana,2026,1,7,19
Maharashtra,Chandrapur,2026,1,0,3
Maharashtra,Chandrapur,2026,1,1,2
Maharashtra,Chandrapur,2026,1,2,2
Maharashtra,Chandrapur,2026,1,2,0
Maharashtra,Chandrapur,2026,1,7,9
Maharashtra,Chandrapur,2026,1,4,8
Maharashtra,Chandrapur,2026,1,0,2
Maharashtra,Chhatrapati Sambhajinagar,2026,1,0,1
Maharashtra,Chhatrapati Sambhajinagar,2026,1,0,1
Maharashtra,Chhatrapati Sambhajinagar,2026,1,0,1
Maharashtra,Chhatrapati Sambhajinagar,2026,1,0,1
Maharashtra,Dhule,2026,1,1,1
Maharashtra,Dhule,2026,1,0,3
Maharashtra,Dhule,2026,1,7,8
Maharashtra,Dhule,2026,1,1,4
Maharashtra,Dhule,2026,1,4,4
Maharashtra,Dhule,2026,1,0,3
Maharashtra,Dhule,2026,1,1,11
Maharashtra,Dhule,2026,1,3,1
Maharashtra,Dhule,2026,1,0,2
Maharashtra,Dhule,2026,1,2,0
Maharashtra,Gadchiroli,2026,1,3,5
Maharashtra,Gadchiroli,2026,1,6,9
Maharashtra,Gadchiroli,2026,1,0,3
Maharashtra,Gadchiroli,2026,1,3,4
Maharashtra,Gondiya,2026,1,8,13
Maharashtra,Gondiya,2026,1,1,1
Maharashtra,Gondiya,2026,1,1,0
Maharashtra,Gondiya,2026,1,3,5
Maharashtra,Hingoli,2026,1,3,4
Maharashtra,Jalgaon,2026,1,1,1
Maharashtra,Jalgaon,2026,1,9,11
Maharashtra,Jalgaon,2026,1,0,6
Maharashtra,Jalgaon,2026,1,5,1
Maharashtra,Jalgaon,2026,1,3,3
Maharashtra,Jalgaon,2026,1,1,3
Maharashtra,Jalgaon,2026,1,4,0
Maharashtra,Jalgaon,2026,1,4,1
Maharashtra,Jalgaon,2026,1,11,8
Maharashtra,Jalgaon,2026,1,3,7
Maharashtra,Jalgaon,2026,1,7,10
Maharashtra,Jalgaon,2026,1,7,16
Maharashtra,Jalgaon,2026,1,4,1
Maharashtra,Jalna,2026,1,0,2
Maharashtra,Jalna,2026,1,1,0
Maharashtra,Jalna,2026,1,13,24
Maharashtra,Jalna,2026,1,7,11
Maharashtra,Jalna,2026,1,2,6
Maharashtra,Jalna,2026,1,6,4
Maharashtra,Jalna,2026,1,4,1
Maharashtra,Jalna,2026,1,6,4
Maharashtra,Kolhapur,2026,1,2,2
Maharashtra,Kolhapur,2026,1,1,5
Maharashtra,Kolhapur,2026,1,1,1
Maharashtra,Kolhapur,2026,1,1,2
Maharashtra,Kolhapur,2026,1,2,2
Maharashtra,Kolhapur,2026,1,5,0
Maharashtra,Kolhapur,2026,1,3,1
Maharashtra,Kolhapur,2026,1,5,2
Maharashtra,Kolhapur,2026,1,2,0
Maharashtra,Kolhapur,2026,1,2,4
Maharashtra,Kolhapur,2026,1,3,1
Maharashtra,Kolhapur,2026,1,5,3
Maharashtra,Kolhapur,2026,1,4,4
Maharashtra,Kolhapur,2026,1,0,2
Maharashtra,Kolhapur,2026,1,0,1
Maharashtra,Kolhapur,2026,1,9,1
Maharashtra,Kolhapur,2026,1,1,1
Maharashtra,Kolhapur,2026,1,4,3
Maharashtra,Latur,2026,1,9,28
Maharashtra,Latur,2026,1,1,2
Maharashtra,Latur,2026,1,2,1
Maharashtra,Mumbai,2026,1,3,3
Maharashtra,Mumbai,2026,1,1,0
Maharashtra,Mumbai,2026,1,1,4
Maharashtra,Mumbai,2026,1,0,5
Maharashtra,Mumbai,2026,1,1,0
Maharashtra,Mumbai,2026,1,1,2
Maharashtra,Mumbai,2026,1,0,5
Maharashtra,Mumbai,2026,1,1,6
Maharashtra,Mumbai,2026,1,2,4
Maharashtra,Mumbai,2026,1,3,11
Maharashtra,Mumbai,2026,1,7,8
Maharashtra,Mumbai,2026,1,7,4
Maharashtra,Mumbai,2026,1,0,6
Maharashtra,Mumbai City,2026,1,2,2
Maharashtra,Mumbai City,2026,1,3,0
Maharashtra,Mumbai City,2026,1,3,3
Maharashtra,Mumbai City,2026,1,2,1
Maharashtra,Mumbai City,2026,1,1,1
Maharashtra,Mumbai City,2026,1,6,0
Maharashtra,Mumbai City,2026,1,4,2
Maharashtra,Mumbai Suburban,2026,1,1,0
Maharashtra,Mumbai Suburban,2026,1,4,1
Maharashtra,Mumbai Suburban,2026,1,2,1
Maharashtra,Mumbai Suburban,2026,1,7,3
Maharashtra,Mumbai Suburban,2026,1,1,0
Maharashtra,Mumbai( Sub Urban ),2026,1,1,3
Maharashtra,Mumbai( Sub Urban ),2026,1,0,1
Maharashtra,Nagpur,2026,1,1,0
Maharashtra,Nagpur,2026,1,7,10
Maharashtra,Nagpur,2026,1,1,2
Maharashtra,Nagpur,2026,1,1,2
Maharashtra,Nagpur,2026,1,4,5
Maharashtra,Nagpur,2026,1,2,1
Maharashtra,Nagpur,2026,1,2,5
Maharashtra,Nagpur,2026,1,3,1
Maharashtra,Nagpur,2026,1,1,8
Maharashtra,Nagpur,2026,1,4,8
Maharashtra,Nanded,2026,1,4,3
Maharashtra,Nanded,2026,1,6,12
Maharashtra,Nanded,2026,1,2,0
Maharashtra,Nanded,2026,1,5,8
Maharashtra,Nanded,2026,1,12,10
Maharashtra,Nanded,2026,1,1,0
Maharashtra,Nanded,2026,1,3,9
Maharashtra,Nanded,2026,1,2,1
Maharashtra,Nanded,2026,1,6,5
Maharashtra,Nanded,2026,1,4,6
Maharashtra,Nanded,2026,1,1,4
Maharashtra,Nanded,2026,1,0,1
Maharashtra,Nandurbar,2026,1,1,1
Maharashtra,Nandurbar,2026,1,3,4
Maharashtra,Nandurbar *,2026,1,0,1
Maharashtra,Nandurbar *,2026,1,0,2
Maharashtra,Nandurbar *,2026,1,0,1
Maharashtra,Nashik,2026,1,6,9
Maharashtra,Nashik,2026,1,4,3
Maharashtra,Nashik,2026,1,0,2
Maharashtra,Nashik,2026,1,6,17
Maharashtra,Nashik,2026,1,3,2
Maharashtra,Nashik,2026,1,3,3
Maharashtra,Nashik,2026,1,0,1
Maharashtra,Nashik,2026,1,8,10
Maharashtra,Nashik,2026,1,6,18
Maharashtra,Nashik,2026,1,0,6
Maharashtra,Nashik,2026,1,1,1
Maharashtra,Nashik,2026,1,22,31
Maharashtra,Nashik,2026,1,4,4
Maharashtra,Nashik,2026,1,12,13
Maharashtra,Nashik,2026,1,0,2
Maharashtra,Nashik,2026,1,2,6
Maharashtra,Nashik,2026,1,4,14
Maharashtra,Osmanabad,2026,1,12,6
Maharashtra,Osmanabad,2026,1,1,0
Maharashtra,Osmanabad,2026,1,3,9
Maharashtra,Palghar,2026,1,5,2
Maharashtra,Palghar,2026,1,0,3
Maharashtra,Palghar,2026,1,10,3
Maharashtra,Palghar,2026,1,2,2
Maharashtra,Palghar,2026,1,9,2
Maharashtra,Palghar,2026,1,5,6
Maharashtra,Palghar,2026,1,0,2
Maharashtra,Palghar,2026,1,17,8
Maharashtra,Parbhani,2026,1,3,2
Maharashtra,Parbhani,2026,1,1,3
Maharashtra,Pune,2026,1,5,5
Maharashtra,Pune,2026,1,6,9
Maharashtra,Pune,2026,1,6,4
Maharashtra,Pune,2026,1,1,1
Maharashtra,Pune,2026,1,0,2
Maharashtra,Pune,2026,1,0,1
Maharashtra,Pune,2026,1,1,4
Maharashtra,Pune,2026,1,8,9
Maharashtra,Pune,2026,1,1,5
Maharashtra,Pune,2026,1,15,8
Maharashtra,Pune,2026,1,6,7
Maharashtra,Pune,2026,1,13,8
Maharashtra,Pune,2026,1,6,1
Maharashtra,Pune,2026,1,5,2
Maharashtra,Pune,2026,1,5,3
Maharashtra,Pune,2026,1,0,1
Maharashtra,Pune,2026,1,1,3
Maharashtra,Pune,2026,1,0,1
Maharashtra,Pune,2026,1,1,1
Maharashtra,Pune,2026,1,10,6
Maharashtra,Pune,2026,1,4,1
Maharashtra,Pune,2026,1,1,1
Maharashtra,Pune,2026,1,4,3
Maharashtra,Raigad,2026,1,0,1
Maharashtra,Raigad,2026,1,1,0
Maharashtra,Raigarh,2026,1,2,0
Maharashtra,Raigarh,2026,1,2,2
Maharashtra,Raigarh,2026,1,1,0
Maharashtra,Raigarh,2026,1,1,0
Maharashtra,Raigarh,2026,1,1,0
Maharashtra,Raigarh,2026,1,1,0
Maharashtra,Raigarh,2026,1,0,1
Maharashtra,Raigarh,2026,1,1,1
Maharashtra,Raigarh,2026,1,0,1
Maharashtra,Raigarh,2026,1,1,0
Maharashtra,Raigarh,2026,1,1,1
Maharashtra,Raigarh,2026,1,0,1
Maharashtra,Ratnagiri,2026,1,1,0
Maharashtra,Ratnagiri,2026,1,0,1
Maharashtra,Ratnagiri,2026,1,0,1
Maharashtra,Ratnagiri,2026,1,1,1
Maharashtra,Ratnagiri,2026,1,0,1
Maharashtra,Sangli,2026,1,2,1
Maharashtra,Sangli,2026,1,1,1
Maharashtra,Sangli,2026,1,1,1
